mean_delta_times,mean_hours,mean_distances,mean_velocities,mean_accelerations,mean_headings,mean_heading_changes,mean_heading_change_rates,mean_stops,mean_turnings,label
0.9962434507207466,0.43478260869565216,0.9995447539253649,0.9723606147849307,0.5936452497695455,0.4860118628899273,0.6578179940343752,0.5405714115569349,0.004444332213832923,0.822413204026387,0
0.8731124390688945,0.6956521739130435,0.98037853749594,0.8272035808652733,0.5378908781522097,0.5409144427350843,0.6125689224913439,0.5692416895173077,1.0,0.8314541775079505,3
0.9830565909861063,0.5049158837666594,0.9963168606788558,0.9017146454457355,0.5617008996441233,0.9375935133987731,0.6686789146635927,0.5665464486872562,0.8954824373121891,0.8291150884385924,2
0.9925989886088157,-0.0,0.9989170807323648,0.9698394150397537,0.5998074755814345,0.39236738823323725,0.6658236435246779,0.5658865859360239,0.34850130047221006,0.8160267024100502,0
0.9935158877042984,-0.0,0.9995969970278566,0.9876191319552923,0.5826678876150451,0.6825042211889198,0.23886382915197618,0.39737431042318094,0.03919092952198189,0.5204078950826566,0
0.9935158877042984,0.6086956521739131,0.9964654682028992,0.8914137740796522,0.5941829013740523,0.47477299917651056,0.6634840424731555,0.5643965381905403,0.7362440342415594,0.8283791952482324,1
0.9837913484346895,0.6086956521739131,0.9972614633681158,0.91946761220414,0.5778805392464743,0.31422318580514547,0.6598168296801986,0.561793276608812,0.7377843993838539,0.772162211884675,1
0.9848828949769308,0.6028916320734105,0.9983624286779651,0.9736328504973832,0.59451087062438,0.497990445144236,0.6553035291910367,0.5649114375501927,0.2783263048912905,0.5772556440379514,1
0.9821523994473842,0.5652173913043478,0.9981779341622279,0.9459571258424875,0.5948955926256302,0.34912069540151985,0.6487427639543125,0.5589626298380619,0.4840029292189591,0.6095298168151593,1
0.9935158877042984,0.5652173913043478,0.9992376061471372,0.9765780941014174,0.5939868057756859,0.5665578201836456,0.6503979960970235,0.5592492075881806,0.24368071513345624,0.42416357854345643,1
0.9935158877042984,0.5652173913043478,0.9968728960013279,0.9039305795594308,0.5877248068255256,0.5667691189676298,0.6749478422768332,0.5689057662532208,0.6740738870230549,0.7258797865909751,1
0.9876508615071814,0.5652173913043478,0.9975224493287725,0.9267842025478192,0.57503255526213,0.5685868075502118,0.6510874811501025,0.5512866217875976,0.6023332744122621,0.5859549528239899,1
0.9865720225217006,0.5217391304347826,0.9963503796103589,0.889908274254665,0.5932935702278983,0.4702136955074023,0.6652761468805932,0.5792215572691718,0.8242216105653898,0.5461904386449055,1
0.9727937726455178,0.5217391304347826,0.9986502702609461,0.9643476752285998,0.5816470087733758,0.2671525946356791,0.6328490337358061,0.5841004099977821,0.5274866796293022,0.5455333911535124,1
0.9999341813726769,0.43478260869565216,0.9956613743475083,0.7334215605746126,0.563133705980219,0.7393616782677035,0.673437962144144,0.5531365540947116,0.9340168177571273,0.9683040290152173,3
1.0,0.40844330347389124,0.9950179284649505,0.6938862761399078,0.5949318900611881,0.6304513512530299,0.6786433046972502,0.5697423145138234,0.9114416302618621,0.9828116376251675,3
0.9784623204650315,0.43478260869565216,0.9989427058684314,0.9775473480510758,0.4498340321329569,0.4023030038633431,0.04765590358284464,0.4529137488119649,0.30001767632130505,0.5836947094535992,4
0.9747862523785941,0.43478260869565216,0.9891540356568312,0.9173386951578564,0.6363633390911408,0.590677055982104,0.6445030032014065,0.5643618165067126,0.6665740764122119,0.6184919445977555,4
0.9872647472825378,0.9130434782608695,0.9907460653933916,0.8077287634318768,0.5892259729238765,0.33188898890747215,0.6460884875767936,0.549665392550593,0.9754551652736042,0.9158979211017373,3
0.9935158877042984,0.39751365523268517,0.9990298755023799,0.9701962907913686,0.5950831235924102,0.389384468698637,0.679373864677384,0.5706467199296984,0.301027751824449,0.4850061762464192,0
0.9785587675624952,0.391304347826087,0.9984462594154563,0.9679997071972272,0.5915732686853906,0.4799994117021636,0.6792153137653326,0.5694589210977864,0.4646347314461754,0.5808299823911272,0
0.9792215155227693,0.391304347826087,0.9986878277146278,0.9696416025922356,0.5932508873499021,0.4910435208227067,0.6565206909769989,0.5614652680879166,0.36307163960506067,0.5606717653551997,0
0.9935158877042984,0.3508269608914135,0.9992539352244874,0.9770797483470174,0.5865125051777892,0.552048459178735,0.6631410078700666,0.5642616072527002,0.17726825080174755,0.5757575757575756,0
0.9896527904491306,0.8757756172165173,0.9993700106562846,0.9830985050523339,0.5966299940681759,0.37711119108981755,0.6768738415419342,0.5701593654434081,0.07623544859978293,0.5880575047964473,0
0.9935158877042984,0.8695652173913043,0.9995922590474845,0.9874735739474328,0.5960049976107681,0.5674185081979154,0.6560007179539752,0.5614530100845095,0.060301507537688384,0.6025125496070856,0
0.990844042436723,0.8695652173913043,0.9992577880695211,0.9787700527092233,0.5951079143910146,0.30295454636483576,0.660280536275979,0.5635470506833068,0.0703517587939698,0.6077426476385712,0
0.9836887104762402,0.8695652173913043,0.9993586673997199,0.9839174280213936,0.5940324346084936,0.41766439095567043,0.6443266586754526,0.5663622138092093,0.08590692154238548,0.5896081368761334,0
0.9885631989156217,0.8695652173913043,0.9996492934912079,0.9908310607653162,0.5957805960155633,0.45162667771865245,0.6587830150840497,0.5695413940996134,0.030150753768844248,0.4351494125995426,0
0.9935158877042984,0.8695652173913043,0.9995231718015771,0.9853511080246604,0.5908063032617725,0.2809393280780479,0.5794569500782781,0.531344903519558,0.03815560213125928,0.5785434571210805,0
0.9935158877042984,0.8260869565217391,0.9997995501055709,0.9938418724822216,0.5962679346814697,0.4565284453794599,0.6527064810051171,0.5601572385297634,0.02010050251256283,0.6182028437015427,0
0.9935158877042984,0.8260869565217391,0.9997409053265711,0.9920402151236023,0.596065660437091,0.6047642585387266,0.6743990393918063,0.568689897395388,0.02512562814070354,0.41945911850508544,0
0.9935158877042984,0.8260869565217391,0.9996833448865349,0.9902718703173747,0.5964880072069294,0.6959296392598407,0.6723392154291629,0.567879675987513,0.02512562814070354,0.5136008830718284,0
0.9935158877042984,0.8260869565217391,0.9999199362169975,0.9975403180595872,0.5960280416703906,0.7962655443344095,0.6510884162659136,0.5595207808931857,0.006540238882856315,0.48934268968961075,0
0.9935158877042984,0.7874153375573519,0.999759135714867,0.9926002805511474,0.5965359394144825,0.811882293820018,0.6802120124598089,0.5709764011493558,0.02010050251256283,0.4874503929143998,0
0.9935158877042984,0.782608695652174,0.999642785205173,0.9890258148349442,0.5960274620259144,0.6604072752741152,0.6792650438353692,0.5706039157981695,0.05527638190954779,0.5868222555126283,0
0.9935158877042984,0.782608695652174,0.99945669654903,0.9833088865352049,0.5959954796612024,0.6958754663995534,0.6541786697701543,0.5607363165847324,0.03517587939698496,0.7071145102367998,0
0.9935158877042984,0.782608695652174,0.9996626266353154,0.9896353739334871,0.589097151620235,0.760778577524855,0.6565323786148198,0.5616621361345767,0.06911441630261872,0.6411732240006308,0
0.9935158877042984,0.782608695652174,0.9992118396806802,0.9757865088198345,0.5950930993375667,0.42229414238468765,0.6797136502409341,0.5707803728741577,0.05527638190954779,0.6234329417330284,0
0.9935158877042984,0.782608695652174,0.9993608777484511,0.9803651863439651,0.595569459750298,0.4958785615217455,0.678960910196017,0.5704842863589906,0.02010050251256283,0.5815921574811427,0
0.9896710371972995,0.782608695652174,0.9993667224934668,0.9821690156830334,0.5951944325167219,0.6009240817112519,0.6780931987251148,0.5689000343748067,0.02010050251256283,0.5449814712607426,0
0.9826098714907594,0.7605505789818657,0.9994581056593326,0.9880776366505581,0.5971028081097544,0.44171049246058086,0.6463151151552807,0.5878156707961001,0.03058003585768035,0.5356513968829667,0
0.9935158877042984,0.7391304347826086,0.9995211015511289,0.9852875067626577,0.5947101977878507,0.4490301295306904,0.6534757861145579,0.5604598408298438,0.0653266331658291,0.4560698047254855,0
0.9880418632536557,0.7391304347826086,0.9993219333889305,0.9822227807641527,0.5951159390526115,0.3254031657460894,0.6594957438519626,0.5725506107426761,0.10552763819095476,0.5763620594496569,0
0.9769634804368793,0.7391304347826086,0.9992874512121667,0.982754806174296,0.5955399849217307,0.42182840201301663,0.672339215429164,0.5712796887486353,0.14070351758793972,0.4665300007884569,0
0.9843273466621485,0.7391304347826086,0.9992522380752379,0.9802432635216016,0.5947474939509295,0.5956512660415748,0.6542580923599621,0.5748393075976125,0.1959798994974874,0.4612999027569712,0
0.9845880144931314,0.7150972252567184,0.9994717019277863,0.9852841986640374,0.5947539239204466,0.39985674780752944,0.6507568826242461,0.5591413776114499,0.10050251256281405,0.39853872637914267,0
0.9816450746813336,0.6956521739130435,0.9993128291146693,0.9853221454364229,0.5924385205972388,0.32899939160693387,0.6074321833631113,0.5819468638731057,0.08573015832933507,0.5511051538805224,0
0.9935158877042984,0.6956521739130435,0.9998732863701523,0.9961071633733423,0.5963792053655014,0.534800583907401,0.6545334388191472,0.560875863207919,-0.0,0.6025125496070856,0
0.9935158877042984,0.6956521739130435,0.9998005272438196,0.9938718916645979,0.5956551238555794,0.6479653423635011,0.6612600994129328,0.5635217613601089,0.024822605489760396,0.6783358301138007,0
0.9935158877042984,0.6956521739130435,0.9996814363738753,0.9902132378877588,0.5960128758619821,0.6307401440624608,0.6673745008463704,0.5659268304473505,-0.0,0.5449814712607426,0
0.9935158877042984,0.6956521739130435,0.9995798066657676,0.9870910177244414,0.5957080730133397,0.6118760506931048,0.6703949532466656,0.5671149102253167,0.010050251256281416,0.47699019685142835,0
0.9935158877042984,0.6630980991916102,0.9996414525255971,0.9889848728788896,0.5950224027306902,0.6201137031878459,0.6628575502610121,0.5641501106261699,0.05025125628140708,0.47699019685142835,0
0.9935158877042984,0.6521739130434783,0.9995070635844774,0.9848562389439517,0.5908147128017641,0.44784782104178905,0.6218668964217366,0.5480266428611111,0.013181485316027308,0.512286788089043,0
0.9935158877042984,0.6521739130434783,0.9994280080216921,0.9824275310715489,0.5964022163454502,0.6795391392534836,0.6783814744219836,0.5702563682081561,0.1809045226130654,0.4874503929143998,0
0.9935158877042984,0.6521739130434783,0.9996001868859239,0.9877171292767574,0.596091319021732,0.6088269666750444,0.6673102608037182,0.5659015619492926,0.09547738693467334,0.5606717653551999,0
0.9853048510283346,0.6521739130434783,0.999345209074121,0.9814987834088088,0.5952514168835448,0.7321258879085436,0.6695932391438459,0.5624469333587012,0.09045226130653264,0.47699019685142835,0
0.9935158877042984,0.6521739130434783,0.9992957848047291,0.9783654314970529,0.5961115565594762,0.5053085056766607,0.6607447743453235,0.5633190608335766,0.16582914572864324,0.6600436279534285,0
0.9935158877042984,0.6521739130434783,0.9993369043777575,0.9796286877083195,0.5955413437314545,0.4847771157210457,0.6661846921550182,0.5654588251757872,0.12060301507537688,0.6495834318904571,0
0.9935158877042984,0.6200568057679703,0.9992928432765193,0.9782750632488438,0.5954737199285518,0.5029855922223313,0.6642410660995238,0.5646943096309518,0.18592964824120597,0.7123446082682856,0
0.9901923728592654,0.6086956521739131,0.9991784552408172,0.9763195384759799,0.5929765800778501,0.7070540886336677,0.6751610249359775,0.5686658993100747,0.2060301507537688,0.5972824515755998,0
0.9935158877042984,0.6086956521739131,0.9994774183145759,0.9839454908845828,0.5962247811418578,0.7489822215116282,0.6471863279865535,0.5579859140712177,0.14749627534658216,0.5290283581697286,0
0.9935158877042984,0.6086956521739131,0.9997196141579808,0.991386117841312,0.5918479368617153,0.7808088296417713,0.6785530679902508,0.5703238636762082,0.011868387161940278,0.5963100212883385,0
0.9892588561895578,0.4782608695652174,0.9989920393153037,0.9706315743653103,0.5939886885589967,0.5368845895904006,0.651318245469829,0.5525718990315786,0.27779601525214,0.5426949459906961,0
0.9935158877042984,0.4782608695652174,0.9990312836360833,0.970239550813693,0.595003156783609,0.5625764695504901,0.6574211600631116,0.562011733852337,0.2594126410949217,0.4547557097426997,0
0.989126241430545,0.9565217391304348,0.9993422663568441,0.9682154253066269,0.550969173115973,0.3692199678394921,0.607392267407804,0.5473654109009711,0.18464180197469757,0.839838103498121,2
1.0,0.9565217391304348,0.9998914593608655,0.9933309309186293,0.5910305331790909,0.9394320243212176,0.686525065568057,0.5759428166005012,0.013711774955177865,0.5970196325790428,2
0.9843886036024294,0.9565217391304348,0.9992373507811277,0.9695806653481728,0.5755999234907517,0.2490442883665672,0.6341848606287347,0.5845225013799492,0.11646170551248711,0.6526846960498304,2
0.9904660740817975,0.9565217391304348,0.9986295045265365,0.937733389628306,0.5772703378325682,0.4102813690582978,0.47875577818529014,0.5479371828542113,0.47963435266786186,0.8672764067386791,2
0.9705831465213878,0.6086956521739131,0.9987214087391088,0.975374023429908,0.5937351727862841,0.5288959157004238,0.6310599087643469,0.45538039225445204,0.39271735562233273,0.2678388393913112,0
0.9699541224617471,0.5652173913043478,0.9987955706835955,0.9662431731104734,0.5462828716692392,0.6551691723629225,0.5952712168571723,0.47348567538645897,0.6666750839625262,0.5374385660595548,0
0.97684666866512,0.4782608695652174,0.9992522190193779,0.9836347899559563,0.584578015019361,0.41952852376689825,0.6450965148289167,0.512964340487272,0.12353223403449408,0.42750137979973174,0
0.9852735708886167,0.5652173913043478,0.9896628178807229,0.838095166291243,0.5640703970243829,0.7218239608997277,0.6717887299163645,0.5689771735136461,0.8872250700739882,0.8079318773160924,3
0.9870648476396527,0.5652173913043478,0.9961939328296976,0.8867933035899042,0.5916038354085332,0.7158455923531856,0.6722954799165549,0.5512712904122565,0.833337541981263,0.8475649819968988,3
0.9829914240283606,0.5652173913043478,0.9932430374308037,0.8298568016270726,0.5854279906636101,0.7352191468160747,0.6630625603429328,0.5669694935066157,0.9296482412060302,0.9529291177166285,3
0.9793414227250216,0.5652173913043478,0.9970755859849338,0.926900790164122,0.5916471078694129,0.4241500212006815,0.60851790275219,0.5530124583534172,0.8244741294411758,0.689321664169886,3
0.9935158877042984,0.4782608695652174,0.9993516346693128,0.9800812248075764,0.5963426932634228,0.26019071656080855,0.6723266484061042,0.5678747328121251,0.13133506729628064,0.5794896055086869,0
0.9935158877042984,0.4782608695652174,0.9994091032573514,0.9818467477798721,0.5952798975509506,0.3126333037582394,0.6560927009058656,0.5614891911165457,0.11055276381909547,0.4874503929143998,0
0.9845349034225686,0.4782608695652174,0.998172740249825,0.9484488467002467,0.5744304189503848,0.28256000757435784,0.637589635415361,0.5513199385035825,0.4760485846317012,0.7409918788930064,0
0.9935158877042984,0.2164824120603015,0.9978240278876646,0.9329384467886545,0.5891133508020727,0.47685385315749734,0.6640505363820802,0.5645568035165353,0.814449130072473,0.7693237667218585,1
0.9935158877042984,1.0,0.9971280355583401,0.9117688572067473,0.5935339085856992,0.5043963996826316,0.6651153188125575,0.5650381925436857,0.9898487411934043,0.9577387053536229,1
0.9935158877042984,1.0,0.9974010128252045,0.9201551365988786,0.5673956237683702,0.6163543147486298,0.5917660809139985,0.5361866382970469,0.9565920052523927,0.7287445136534468,1
0.9750467572921825,0.8260869565217391,0.9972702393173405,0.9663006516736158,0.5951026942428319,0.3220649014229784,0.6755574366271525,0.5600612574147567,0.8631347693240069,0.5618807327393626,0
0.9740589891301514,0.782608695652174,0.9974929159177905,0.9693332217070247,0.585607020490032,0.4631473829848414,0.6310215978819361,0.575379438333446,0.8218479331330018,0.6393072091250754,0
0.9750410551833798,0.7391304347826086,0.9978654634152223,0.9736831266967122,0.5957227908411972,0.5017083642719582,0.6563707534269443,0.548370041382962,0.7386934673366834,0.5659018633866855,0
0.965266011521518,0.7391304347826086,0.9977571883938309,0.9729357697139007,0.5950754143567901,0.5209587006463138,0.6721411052055887,0.5595435127426337,0.8241206030150754,0.6548135299219426,0
0.9747347704819749,0.7391304347826086,0.9973808125521672,0.9677475921405022,0.5876112110837747,0.7407927908524375,0.6624766977064616,0.565389055196361,0.8775788490189642,0.6389655444295513,0
0.9707542097854704,0.9565217391304348,0.9974518191542784,0.9618603220606624,0.5847037242831786,0.6108364396917593,0.6502781725507252,0.5639291201962184,0.5759198000050503,0.3841362453678151,0
0.9677299741938848,0.9152610880489405,0.9973504971977776,0.9637114227240221,0.5873214162295403,0.5922264758456875,0.6801319351810102,0.5448957090745072,0.6224085250372469,0.3468685116560219,0
0.9765034017151943,0.9130434782608695,0.9975708616828238,0.9617929569989992,0.5921436243974224,0.45927359324709194,0.6536497001253484,0.5594021138263312,0.6599833337541982,0.2918604956766273,0
0.9723609011286918,0.9130434782608695,0.9976921998239315,0.9605933815094252,0.5806787186471203,0.46993664225061027,0.6532148436176051,0.5595556770110413,0.7424307466983159,0.3009014691581903,0
0.9775897349008158,0.8923071881144855,0.9980040740924123,0.9656373222757176,0.5837072538120638,0.5044817333960262,0.6769885960665931,0.5858043913949905,0.6564985732683519,0.30092775105784664,0
0.9718130099314444,0.8695652173913043,0.9969950046031398,0.9598931872212485,0.5934470299401736,0.5080183110696033,0.6588645409838967,0.5557434993421525,0.6507411429004317,0.38337407027780046,0
0.9726051143028438,0.8695652173913043,0.9973065578315583,0.9610394989484388,0.6066165687266434,0.5228096251117051,0.6561350805287981,0.6099330135349477,0.6974318830332568,0.22618202843701526,0
0.9766635495138545,0.8695652173913043,0.9967301468638918,0.9549295372532203,0.5873914846259063,0.5038020065643132,0.6523982397321751,0.5959266024573316,0.7540718668720486,0.4079739283555415,0
0.9743294320047963,0.8374011361153594,0.9972414379693182,0.9642205507913483,0.6023439098017976,0.5104325906027617,0.6616560442002385,0.6158347518212497,0.7652584530693671,0.3734132303082864,0
0.9852302348617157,0.8260869565217391,0.9979796870595387,0.9641192701487002,0.5946502606606247,0.2824649990304173,0.6803585016719166,0.6502301319452543,0.7070781040882808,0.4007726878498776,0
0.984616036284962,0.8260869565217391,0.9978880456080796,0.9630292347822615,0.5986062086322056,0.2921681959618811,0.6592252609748571,0.6060587424783819,0.8112673922375698,0.6867723199032825,0
0.9860857140995231,0.8260869565217391,0.9984235725792393,0.9699474236045988,0.6062128438956507,0.4377541561719938,0.6730193757415297,0.631224204315747,0.7577333905709452,0.5206181502799022,0
0.9792384589317832,0.6521739130434783,0.9989135623600751,0.9719880267354183,0.5821472768160688,0.8154822680540736,0.655320837436727,0.5679003058270118,0.36622812555238504,0.6751820021551158,2
0.9859812840497354,0.6521739130434783,0.996862624138989,0.9071937708169932,0.584614663589307,0.8690877469485677,0.6081026896370744,0.5690320705291124,0.6157672786040757,0.8175510525900812,2
0.9842237311993327,0.6521739130434783,0.9957630207390138,0.8753119490740728,0.5607734645936737,0.18068706939683013,0.5768239803341568,0.568006878867721,0.7664200398979824,0.8091408447002549,2
0.9935158877042984,0.6521739130434783,0.9993394911011013,0.9797081558080639,0.5965006957242803,0.8950319503164265,0.6923579577679065,0.5757539477193409,0.1732784525643291,0.54989618649636,2
0.9935158877042984,0.6521739130434783,0.996832233875982,0.9026813768410298,0.595516377610788,0.7835608817807331,0.66824045063978,0.5662674474483611,0.7570263377187445,0.8823884990407106,2
0.9853048510283346,0.6348044570679484,0.9976742479230298,0.9311119140291293,0.5728214662462953,0.42977501047497635,0.6239878592517195,0.5491081290367186,0.6500088381606524,0.8438855160450996,2
0.9629186977035163,0.6086956521739131,0.9977523786411616,0.9469662535190526,0.5141526395660592,0.8445709379059437,0.6782207301870478,0.6038626751441658,0.5265776116764728,0.8085363610081736,2
0.9935158877042984,0.6086956521739131,0.9984300317021327,0.9517681712695755,0.5617778654017199,0.6882863128646627,0.510623179375874,0.5042694856104085,0.6250094694578421,0.7697705590160056,2
0.9935158877042984,0.9565217391304348,0.9987396586087842,0.9612803836831854,0.5922903938359461,0.5394875686131619,0.5251557451267078,0.5099857973420027,0.6489987626575088,0.6977581539593681,0
0.9935158877042984,0.9130434782608695,0.9942010288084835,0.821846730471034,0.5800847761175785,0.71776280761963,0.6702225677521768,0.5670471032570634,0.9184869068962904,0.9454124944150963,3
0.9935634595834528,0.9130434782608695,0.9933417666839869,0.7945193951515224,0.5819243393777545,0.6320830531660846,0.6605671996063741,0.5631492352802302,1.0,0.9858866198848854,3
0.9935158877042984,1.0,0.998865469223359,0.965145478298717,0.5944571122157035,0.4662672234256614,0.6788098077966971,0.5704248509893034,0.4673366834170854,0.4926804909458855,0
0.9935158877042984,1.0,0.9988474028543101,0.9645904517934477,0.5902902872135246,0.5386504894389584,0.614273514127964,0.5450398240823362,0.5262998409131081,0.5598044626665615,0
0.9935158877042984,1.0,0.9977837132229908,0.9319122784890502,0.5917683536127887,0.5437823759142362,0.6704939648144886,0.5671538559281205,0.8502058028837656,0.7832794554390391,1
0.9905182076479941,1.0,0.9973922985019481,0.9214727344092344,0.590421008430215,0.5153510882545465,0.6644664183568372,0.5658213807589274,0.9698492462311558,0.9476990196851428,1
0.9904530406902484,1.0,0.9974718815530411,0.9239191108829652,0.5905218486165291,0.5502653415273407,0.6706433299786738,0.5683955252260691,0.9145728643216081,0.9006281374017714,1
0.9935158877042984,1.0,0.9983238197421604,0.9485051773164738,0.5862584402154308,0.6191301442450348,0.5637768619281369,0.5251772196169449,0.6000101007550315,0.6357328707718993,1
0.9663085199280557,0.6086956521739131,0.9758000013028468,0.7491026743257398,0.5965486922640394,0.3850538711260271,0.6628486003532392,0.5749599598088523,0.8178833867831621,0.7797313989855189,4
0.9649105257670151,0.6086956521739131,0.9718832068247445,0.6743975970168082,0.5846032621145193,0.5405356595718358,0.654576874720289,0.5668442310652181,0.9815156182924675,0.9433099424426398,4
0.9913419179939004,-0.0,0.9988519986397626,0.9458611162812927,0.6013357211142657,0.7969429789681239,0.651675962641771,0.5538316688553627,0.3652180500492412,0.8059607348419147,3
0.9944477752000626,-0.0,0.9997380820877334,0.9879298725842135,0.5741454705301173,0.9933070626823134,0.6795254836682011,0.5668906712439865,0.10322971642130256,0.9524034797235144,3
0.996815942444543,-0.0,0.9980873859380005,0.8974499183071495,0.5977258052970309,0.8904372129539848,0.6812417340953557,0.5923663877590594,0.5393803186788211,0.9218901942232385,3
0.9819213825821754,-0.0,0.9979691129035244,0.9037007753787238,0.5865258592455225,0.8895600440590115,0.6321690541560674,0.5650554287243869,0.5068053837024318,0.8833346474283161,3
0.995814815056174,-0.0,0.9995836861401803,0.9825692693100256,0.5507626101163982,0.82716946240639,0.6357697739518718,0.5687576815901985,0.12168884624125638,0.7658545559673056,3
0.9900731173265906,-0.0,0.9968489066686272,0.8382964396239057,0.5895771574199001,0.582411799362998,0.6088794378678795,0.5947689781985396,0.6897805610969419,0.8906672974322585,3
0.9878593957719678,-0.0,0.9987773083828617,0.9659015460496913,0.5882550381228595,0.6115195521746474,0.6779131627562333,0.5700268506573465,0.41584808464432704,0.6268233067886148,0
0.9906302948153168,0.6086956521739131,0.9990109586140762,0.9713203236495925,0.5954507200435573,0.4438975600396943,0.6771132974437087,0.5697787217453631,0.3168354334486503,0.4817997844884229,0
0.9875635377838021,0.6086956521739131,0.9985276889421686,0.9683270521464686,0.5940515409096911,0.40608965070517955,0.6500233674235713,0.592647513205351,0.7488194742557008,0.5943125969145052,0
0.9563050660792951,0.6086956521739131,0.9984203247564433,0.9718454032389234,0.5831426728031391,0.5795972917676213,0.6582119177345326,0.6024582158618816,0.5652129996717256,0.5826959972666823,0
0.9909533600083414,0.7195302599956304,0.9988598134566927,0.9713143216190347,0.5933721651829509,0.6010705980176708,0.6653238143011908,0.5682400365091915,0.3287543243857477,0.7184420089884095,0
0.9678777402705732,0.4549508411623334,0.9666637999795485,0.7045804532529253,0.5844637196656327,0.3672391109606376,0.6558316817932915,0.563410637087225,0.9433347642736294,0.8606008042261293,3
0.9931415035320491,0.43478260869565216,0.9989711951612693,0.969317803271783,0.5910777995807739,0.8176757739322582,0.6258502408759226,0.5525597957943665,0.3470619428802302,0.8217561565349943,3
0.9935784479837344,0.5652173913043478,0.9993589005754447,0.9802362781847216,0.5967243272190795,0.3807254789323805,0.6470482179495772,0.5526741797949545,0.1657786419534859,0.42158795237719776,0
0.9744470583635274,0.4061525016386278,0.9889220027173308,0.8638329072797086,0.5932624723626433,0.31979783456538985,0.65551069249696,0.5691801898193266,0.8298022777202596,0.8859365554942312,2
0.9732132849360061,0.391304347826087,0.9940359552728891,0.9294495016467273,0.5969380441857199,0.4523517905615519,0.6415538658302997,0.547215577720904,0.8563167596777858,0.5086336040368995,1
0.9100218635143237,0.9130434782608695,0.9815202856608859,0.9185743769174904,0.5840263005574525,0.3106162451805253,0.576073891231262,0.5605253870746214,1.0,0.3557780756393071,1
0.9934650574772568,0.6784673366834171,0.9984500880739805,0.9525061688361829,0.5910027745577211,0.3277532146432725,0.6435582096017688,0.5612809158236154,0.7501325724097876,0.69670687797314,0
0.9935158877042984,0.6521739130434783,0.9980463027432492,0.9399794304084303,0.5964735210194144,0.6640954458845101,0.6802120124598061,0.5709764011493546,0.829145728643216,0.8483271570869142,0
0.9898013711127909,0.6521739130434783,0.9989373176336843,0.9714183672622619,0.5957866609407535,0.5358810362991101,0.6530794207374915,0.5661189942400976,0.4020100502512563,0.5815921574811427,0
0.9866186168964889,0.6521739130434783,0.9993476907934489,0.9837746475054973,0.5915760374754442,0.4512613520156451,0.6222488185392642,0.5314404729462332,0.10610843160526254,0.4718389445189098,0
0.9935158877042984,0.6521739130434783,0.9991909129353675,0.97514360717833,0.596193995429508,0.5314118210135957,0.6556700168339236,0.5613229304602634,0.17085427135678397,0.5711319614181714,0
